Fecha,Hora,Precio_COP_kWh
2019-01-01,1,318.42
2019-01-01,2,318.42
2019-01-01,3,318.42
2019-01-01,4,318.42
2019-01-01,5,308.92
2019-01-01,6,218.92
2019-01-01,7,153.92
2019-01-01,8,153.92
2019-01-01,9,195.13
2019-01-01,10,293.92
2019-01-01,11,318.42
2019-01-01,12,318.42
2019-01-01,13,318.42
2019-01-01,14,318.42
2019-01-01,15,318.42
2019-01-01,16,318.42
2019-01-01,17,318.42
2019-01-01,18,318.42
2019-01-01,19,318.42
2019-01-01,20,333.92
2019-01-01,21,333.92
2019-01-01,22,318.42
2019-01-01,23,318.42
2019-01-01,24,318.42
2019-01-02,1,335.52
2019-01-02,2,323.02
2019-01-02,3,295.51
2019-01-02,4,262.02
2019-01-02,5,262.02
2019-01-02,6,292.23
2019-01-02,7,292.23
2019-01-02,8,335.52
2019-01-02,9,335.52
2019-01-02,10,335.52
2019-01-02,11,348.02
2019-01-02,12,348.02
2019-01-02,13,348.02
2019-01-02,14,348.02
2019-01-02,15,348.02
2019-01-02,16,348.02
2019-01-02,17,348.02
2019-01-02,18,348.02
2019-01-02,19,372.02
2019-01-02,20,393.02
2019-01-02,21,393.02
2019-01-02,22,353.02
2019-01-02,23,348.02
2019-01-02,24,348.02
2019-01-03,1,329.35
2019-01-03,2,329.35
2019-01-03,3,329.35
2019-01-03,4,329.35
2019-01-03,5,329.35
2019-01-03,6,329.35
2019-01-03,7,329.35
2019-01-03,8,341.35
2019-01-03,9,376.35
2019-01-03,10,381.35
2019-01-03,11,381.35
2019-01-03,12,390.35
2019-01-03,13,401.35
2019-01-03,14,401.35
2019-01-03,15,401.35
2019-01-03,16,386.35
2019-01-03,17,381.35
2019-01-03,18,381.35
2019-01-03,19,390.35
2019-01-03,20,451.35
2019-01-03,21,401.35
2019-01-03,22,381.35
2019-01-03,23,381.35
2019-01-03,24,381.35
2019-01-04,1,378.15
2019-01-04,2,378.15
2019-01-04,3,375.15
2019-01-04,4,350.15
2019-01-04,5,350.15
2019-01-04,6,378.15
2019-01-04,7,378.15
2019-01-04,8,380.88
2019-01-04,9,378.15
2019-01-04,10,378.15
2019-01-04,11,380.88
2019-01-04,12,380.88
2019-01-04,13,380.88
2019-01-04,14,380.88
2019-01-04,15,380.88
2019-01-04,16,380.88
2019-01-04,17,380.88
2019-01-04,18,380.88
2019-01-04,19,380.88
2019-01-04,20,380.88
2019-01-04,21,380.88
2019-01-04,22,380.88
2019-01-04,23,378.15
2019-01-04,24,344.05
2019-01-05,1,348.38
2019-01-05,2,348.38
2019-01-05,3,348.38
2019-01-05,4,239.01
2019-01-05,5,254.44
2019-01-05,6,348.38
2019-01-05,7,348.38
2019-01-05,8,348.38
2019-01-05,9,348.38
2019-01-05,10,381.25
2019-01-05,11,401.65
2019-01-05,12,381.25
2019-01-05,13,381.25
2019-01-05,14,381.25
2019-01-05,15,381.25
2019-01-05,16,381.25
2019-01-05,17,379.65
2019-01-05,18,360.65
2019-01-05,19,381.25
2019-01-05,20,396.65
2019-01-05,21,381.25
2019-01-05,22,381.25
2019-01-05,23,381.25
2019-01-05,24,348.38
2019-01-06,1,260.2
2019-01-06,2,260.2
2019-01-06,3,260.2
2019-01-06,4,260.2
2019-01-06,5,260.2
2019-01-06,6,260.2
2019-01-06,7,257.52
2019-01-06,8,260.2
2019-01-06,9,260.2
2019-01-06,10,260.2
2019-01-06,11,360.2
2019-01-06,12,369.73
2019-01-06,13,369.73
2019-01-06,14,369.73
2019-01-06,15,369.73
2019-01-06,16,369.73
2019-01-06,17,360.2
2019-01-06,18,260.2
2019-01-06,19,369.73
2019-01-06,20,369.73
2019-01-06,21,369.73
2019-01-06,22,369.73
2019-01-06,23,369.73
2019-01-06,24,260.2
2019-01-07,1,369.71
2019-01-07,2,250.18
2019-01-07,3,250.18
2019-01-07,4,250.18
2019-01-07,5,250.18
2019-01-07,6,250.18
2019-01-07,7,250.18
2019-01-07,8,250.18
2019-01-07,9,250.18
2019-01-07,10,379.18
2019-01-07,11,369.71
2019-01-07,12,369.71
2019-01-07,13,369.71
2019-01-07,14,369.71
2019-01-07,15,369.71
2019-01-07,16,369.71
2019-01-07,17,369.71
2019-01-07,18,369.71
2019-01-07,19,400.18
2019-01-07,20,401.18
2019-01-07,21,400.18
2019-01-07,22,369.71
2019-01-07,23,369.71
2019-01-07,24,369.71
2019-01-08,1,363.88
2019-01-08,2,310.15
2019-01-08,3,310.15
2019-01-08,4,310.15
2019-01-08,5,310.15
2019-01-08,6,310.15
2019-01-08,7,360.15
2019-01-08,8,363.88
2019-01-08,9,363.88
2019-01-08,10,369.55
2019-01-08,11,369.55
2019-01-08,12,380.15
2019-01-08,13,380.15
2019-01-08,14,380.15
2019-01-08,15,380.15
2019-01-08,16,380.15
2019-01-08,17,369.55
2019-01-08,18,363.88
2019-01-08,19,380.15
2019-01-08,20,380.15
2019-01-08,21,380.15
2019-01-08,22,369.55
2019-01-08,23,363.88
2019-01-08,24,363.88
2019-01-09,1,257.5
2019-01-09,2,249.19
2019-01-09,3,249.19
2019-01-09,4,249.19
2019-01-09,5,249.19
2019-01-09,6,257.5
2019-01-09,7,280.19
2019-01-09,8,280.19
2019-01-09,9,280.19
2019-01-09,10,360.92
2019-01-09,11,360.92
2019-01-09,12,364.19
2019-01-09,13,364.19
2019-01-09,14,364.19
2019-01-09,15,364.19
2019-01-09,16,364.19
2019-01-09,17,360.92
2019-01-09,18,360.92
2019-01-09,19,380.09
2019-01-09,20,380.09
2019-01-09,21,380.09
2019-01-09,22,360.92
2019-01-09,23,360.92
2019-01-09,24,280.19
2019-01-10,1,320.54
2019-01-10,2,320.54
2019-01-10,3,320.54
2019-01-10,4,320.54
2019-01-10,5,257.74
2019-01-10,6,320.54
2019-01-10,7,320.54
2019-01-10,8,320.54
2019-01-10,9,367.43
2019-01-10,10,377.43
2019-01-10,11,320.54
2019-01-10,12,320.54
2019-01-10,13,320.54
2019-01-10,14,320.54
2019-01-10,15,320.54
2019-01-10,16,320.54
2019-01-10,17,320.54
2019-01-10,18,320.54
2019-01-10,19,367.43
2019-01-10,20,367.43
2019-01-10,21,378.43
2019-01-10,22,320.54
2019-01-10,23,367.43
2019-01-10,24,320.54
2019-01-11,1,309.73
2019-01-11,2,309.73
2019-01-11,3,309.73
2019-01-11,4,309.73
2019-01-11,5,309.73
2019-01-11,6,350.13
2019-01-11,7,350.13
2019-01-11,8,350.34
2019-01-11,9,350.34
2019-01-11,10,350.34
2019-01-11,11,350.34
2019-01-11,12,350.34
2019-01-11,13,350.34
2019-01-11,14,350.34
2019-01-11,15,350.34
2019-01-11,16,366.23
2019-01-11,17,350.34
2019-01-11,18,350.34
2019-01-11,19,367.23
2019-01-11,20,367.23
2019-01-11,21,366.23
2019-01-11,22,350.34
2019-01-11,23,350.13
2019-01-11,24,309.73
2019-01-12,1,250.37
2019-01-12,2,250.37
2019-01-12,3,250.37
2019-01-12,4,250.37
2019-01-12,5,250.37
2019-01-12,6,255.37
2019-01-12,7,255.37
2019-01-12,8,310.37
2019-01-12,9,311.87
2019-01-12,10,311.87
2019-01-12,11,311.87
2019-01-12,12,311.87
2019-01-12,13,311.87
2019-01-12,14,311.87
2019-01-12,15,311.87
2019-01-12,16,311.87
2019-01-12,17,311.87
2019-01-12,18,311.87
2019-01-12,19,311.87
2019-01-12,20,320.67
2019-01-12,21,311.87
2019-01-12,22,311.87
2019-01-12,23,310.37
2019-01-12,24,256.75
2019-01-13,1,245.07
2019-01-13,2,200.31
2019-01-13,3,200.31
2019-01-13,4,200.31
2019-01-13,5,200.31
2019-01-13,6,200.31
2019-01-13,7,227.07
2019-01-13,8,200.31
2019-01-13,9,200.31
2019-01-13,10,245.07
2019-01-13,11,245.07
2019-01-13,12,301.06
2019-01-13,13,312.17
2019-01-13,14,312.17
2019-01-13,15,301.06
2019-01-13,16,249.51
2019-01-13,17,245.07
2019-01-13,18,245.07
2019-01-13,19,312.17
2019-01-13,20,320.97
2019-01-13,21,312.17
2019-01-13,22,312.17
2019-01-13,23,312.17
2019-01-13,24,245.07
2019-01-14,1,230.72
2019-01-14,2,185.72
2019-01-14,3,185.72
2019-01-14,4,185.72
2019-01-14,5,185.72
