muestras,horas,muestras_en_horas,horas_mayoria,horas_quedan_lt23,horas_quedan_0,horas_incompletas,horas_completas,horas_adyacentes_vacia,energia_kWh,delta_kWh_quitar_muestras,inst,medidor,med,bandera
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,V_pm50
5,3,90,0,0,0,0,3,0,10.480466666666667,0.010721072796934461,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,f_59.8-60.2
82,75,2245,0,0,0,4,71,0,87.33668440065681,0.7688647783251237,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,f_59-61
183,173,5188,0,0,0,1,172,1,171.7834761904762,-0.14173070607552718,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_1.5q
49,49,1470,0,0,0,0,49,1,47.5001,0.01848620689655328,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_10q
48,48,1440,0,0,0,0,48,1,54.240899999999996,-0.2099689655172387,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_2q_o_2pct
38,38,1140,0,0,0,0,38,1,82.77016666666667,-0.274718390804598,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,S_3q_o_10pct
5,3,90,0,0,0,0,3,0,10.480466666666667,0.010721072796934461,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,G_final_V10_f0.2_S3q
5,3,90,0,0,0,0,3,0,10.480466666666667,0.010721072796934461,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,G_final_V10_f0.2_S5q
0,0,0,0,0,0,0,0,0,0.0,0.0,HUDN,Medidor 4 - HUDN - electricMeter,HUDN 4,G_solo_S3q_V10
415,47,1356,14,17,5,4,43,2,269.93382745098046,-4.680999638830852,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_ntc_-10+5
99,6,126,5,5,4,4,2,2,6.342460784313727,3.3475392156862736,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_pm10
99,6,126,5,5,4,4,2,2,6.342460784313727,3.3475392156862736,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_pm8
99,6,126,5,5,4,4,2,2,6.342460784313727,3.3475392156862736,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_pm15
99,6,126,5,5,4,4,2,2,6.342460784313727,3.3475392156862736,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_pm20
99,6,126,5,5,4,4,2,2,6.342460784313727,3.3475392156862736,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,V_pm50
4,3,90,0,0,0,0,3,0,23.05313333333333,-0.08680574712643452,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,f_59.8-60.2
43,36,1080,0,0,0,0,36,0,263.6820666666666,0.9530322003284064,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,f_59-61
172,167,5008,0,0,0,2,165,0,1287.680140229885,0.48413686371101305,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_1.5q
31,31,930,0,0,0,0,31,0,244.48283333333336,0.07933908045977023,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_2q
10,10,300,0,0,0,0,10,0,68.9754,0.035082758620691434,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_3q
6,6,180,0,0,0,0,6,0,40.58873333333334,-0.17649195402298923,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_4q
5,5,150,0,0,0,0,5,0,34.14993333333334,-0.22382988505747226,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_5q
2,2,60,0,0,0,0,2,0,9.5393,-0.11657586206896675,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_10q
31,31,930,0,0,0,0,31,0,244.48283333333336,0.07933908045977023,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_2q_o_2pct
21,21,630,0,0,0,0,21,0,137.21429999999998,-0.089472413793102,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_2q_o_5pct
10,10,300,0,0,0,0,10,0,68.9754,0.035082758620691434,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_3q_o_2pct
10,10,300,0,0,0,0,10,0,68.9754,0.035082758620691434,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_3q_o_5pct
8,8,240,0,0,0,0,8,0,51.930366666666664,0.050254022988506675,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,S_3q_o_10pct
113,19,516,5,5,4,4,15,2,98.37099411764706,3.2958162271805307,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,G_final_V10_f0.2_S3q
108,14,366,5,5,4,4,10,2,63.54552745098039,3.0369035835023674,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,G_final_V10_f0.2_S5q
109,16,426,5,5,4,4,12,2,75.31786078431372,3.3826219743069657,Mariana,Medidor 1 - Alvernia - electricMeter,Marian 1,G_solo_S3q_V10
269,32,934,8,13,0,3,29,2,-0.047633333333333416,0.436027969348659,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_ntc_-10+5
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_pm10
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_pm8
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_pm15
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_pm20
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,V_pm50
268,15,399,10,12,8,7,8,1,3.793471714142928,-1.6416013437725583,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,f_59.8-60.2
307,49,1419,10,12,8,7,42,1,10.915638380809595,-1.47549976011994,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,f_59.9-60.1
264,13,339,10,12,8,7,6,1,3.3182383808095954,-1.6997383808095952,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,f_59.7-60.3
262,13,339,10,12,7,7,6,1,3.3182383808095954,-1.7237383808095952,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,f_59-61
14,13,389,0,0,0,1,12,0,27.864359770114945,-1.042231691297208,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_1.5q
3,2,60,0,0,0,0,2,0,8.863766666666667,0.06252151067323553,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_10q
3,2,60,0,0,0,0,2,0,8.863766666666667,0.06252151067323553,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,S_3q_o_10pct
283,16,417,11,13,9,8,8,2,3.769471714142929,-1.617601343772558,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,G_final_V10_f0.2_S3q
283,16,417,11,13,9,8,8,2,3.769471714142929,-1.617601343772558,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,G_final_V10_f0.2_S5q
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 2 - Alvernia - electricMeter,Marian 2,G_solo_S3q_V10
321,41,1205,8,13,1,2,39,2,1.0631529411764706,-0.18975209241129268,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_ntc_-10+5
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_pm10
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_pm8
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_pm15
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_pm20
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,V_pm50
269,16,429,10,12,8,7,9,1,2.538423295285131,-1.4400890040973913,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,f_59.8-60.2
309,51,1479,10,12,8,7,44,1,5.055589961951797,-1.4445780188757162,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,f_59.9-60.1
264,13,339,10,12,8,7,6,1,2.4952232952851308,-1.4370844063962418,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,f_59.7-60.3
262,13,339,10,12,7,7,6,1,2.4952232952851308,-1.2385844063962417,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,f_59-61
552,132,3932,13,27,0,3,129,2,24.32248850574713,-0.15034905619485656,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_1.5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_10q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,S_3q_o_10pct
284,17,447,11,13,9,8,9,2,2.6962566286184644,-2.0449223374307244,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,G_final_V10_f0.2_S3q
284,17,447,11,13,9,8,9,2,2.6962566286184644,-2.0449223374307244,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,G_final_V10_f0.2_S5q
15,2,35,1,2,0,2,0,2,0.694186274509804,-0.1747487745098039,Mariana,Medidor 3 - Alvernia - electricMeter,Marian 3,G_solo_S3q_V10
337,43,1264,10,15,1,3,40,2,-1.032,0.024,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_ntc_-10+5
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_pm10
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_pm8
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_pm15
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_pm20
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,V_pm50
267,16,428,10,12,8,8,8,1,-0.384,0.192,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,f_59.8-60.2
306,48,1388,10,12,8,8,40,1,-1.152,0.192,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,f_59.9-60.1
263,13,338,10,12,8,8,5,1,-0.31200000000000006,0.192,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,f_59.7-60.3
261,13,338,10,12,7,8,5,1,-0.31200000000000006,0.16799999999999998,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,f_59-61
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_1.5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_10q
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,S_3q_o_10pct
282,17,446,11,13,9,9,8,2,-0.40800000000000003,0.21600000000000003,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,G_final_V10_f0.2_S3q
282,17,446,11,13,9,9,8,2,-0.40800000000000003,0.21600000000000003,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,G_final_V10_f0.2_S5q
15,2,35,1,2,0,2,0,2,-0.048,0.0,Mariana,Medidor 4 - Alvernia - electricMeter,Marian 4,G_solo_S3q_V10
93,22,659,0,5,0,1,21,0,396.4953896551724,-0.38511001211713225,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_pm10
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,V_pm50
5,3,90,0,0,0,0,3,0,25.498800000000003,-0.027140996168581566,UCC,Medidor 1 - UCC - electricMeter,UCC 1,f_59.8-60.2
46,39,1166,0,0,0,1,38,0,792.7847282051284,-0.6434037223695863,UCC,Medidor 1 - UCC - electricMeter,UCC 1,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,f_59-61
3,3,90,0,0,0,0,3,0,91.26086666666666,-0.2693839080459792,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_1.5q
2,2,60,0,0,0,0,2,0,58.8334,-0.10253793103448139,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_2q
2,2,60,0,0,0,0,2,0,58.8334,-0.10253793103448139,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_3q
1,1,30,0,0,0,0,1,0,52.3017,-0.20780344827586106,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_4q
1,1,30,0,0,0,0,1,0,52.3017,-0.20780344827586106,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_5q
1,1,30,0,0,0,0,1,0,52.3017,-0.20780344827586106,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_10q
2,2,60,0,0,0,0,2,0,58.8334,-0.10253793103448139,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_2q_o_2pct
1,1,30,0,0,0,0,1,0,6.5317,0.10526551724137967,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_2q_o_5pct
2,2,60,0,0,0,0,2,0,58.8334,-0.10253793103448139,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_3q_o_2pct
1,1,30,0,0,0,0,1,0,6.5317,0.10526551724137967,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_3q_o_5pct
1,1,30,0,0,0,0,1,0,6.5317,0.10526551724137967,UCC,Medidor 1 - UCC - electricMeter,UCC 1,S_3q_o_10pct
7,5,150,0,0,0,0,5,0,84.3322,-0.12967892720306295,UCC,Medidor 1 - UCC - electricMeter,UCC 1,G_final_V10_f0.2_S3q
6,4,120,0,0,0,0,4,0,77.8005,-0.23494444444444262,UCC,Medidor 1 - UCC - electricMeter,UCC 1,G_final_V10_f0.2_S5q
2,2,60,0,0,0,0,2,0,58.8334,-0.10253793103448139,UCC,Medidor 1 - UCC - electricMeter,UCC 1,G_solo_S3q_V10
105,26,779,1,5,0,1,25,0,29.987918390804598,0.41140339410270454,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_pm10
1,1,30,0,0,0,0,1,0,4.968833333333333,0.012856321839080032,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,V_pm50
5,3,90,0,0,0,0,3,0,0.5021333333333333,-0.0006850574712643498,UCC,Medidor 2 - UCC - electricMeter,UCC 2,f_59.8-60.2
47,41,1228,0,0,0,1,40,0,68.12108571428573,-0.12743998357963698,UCC,Medidor 2 - UCC - electricMeter,UCC 2,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 2 - UCC - electricMeter,UCC 2,f_59-61
7,7,210,0,0,0,0,7,0,15.102766666666664,-0.07628390804597537,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_1.5q
3,3,90,0,0,0,0,3,0,13.246699999999999,-0.08204482758620513,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_2q
3,3,90,0,0,0,0,3,0,13.246699999999999,-0.08204482758620513,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_3q
2,2,60,0,0,0,0,2,0,8.3607,-0.0526310344827583,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_4q
2,2,60,0,0,0,0,2,0,8.3607,-0.0526310344827583,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_5q
2,2,60,0,0,0,0,2,0,8.3607,-0.0526310344827583,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_8q
1,1,30,0,0,0,0,1,0,3.4168333333333334,-0.004660919540229624,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_10q
3,3,90,0,0,0,0,3,0,13.246699999999999,-0.08204482758620513,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_2q_o_2pct
2,2,60,0,0,0,0,2,0,8.3607,-0.0526310344827583,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_2q_o_5pct
3,3,90,0,0,0,0,3,0,13.246699999999999,-0.08204482758620513,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_3q_o_2pct
2,2,60,0,0,0,0,2,0,8.3607,-0.0526310344827583,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_3q_o_5pct
1,1,30,0,0,0,0,1,0,3.4168333333333334,-0.004660919540229624,UCC,Medidor 2 - UCC - electricMeter,UCC 2,S_3q_o_10pct
8,6,180,0,0,0,0,6,0,13.748833333333332,-0.08272988505746948,UCC,Medidor 2 - UCC - electricMeter,UCC 2,G_final_V10_f0.2_S3q
7,5,150,0,0,0,0,5,0,8.862833333333333,-0.05331609195402265,UCC,Medidor 2 - UCC - electricMeter,UCC 2,G_final_V10_f0.2_S5q
3,3,90,0,0,0,0,3,0,13.246699999999999,-0.08204482758620513,UCC,Medidor 2 - UCC - electricMeter,UCC 2,G_solo_S3q_V10
112,28,839,0,5,0,1,27,0,64.78084712643677,-0.17037436103825443,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_ntc_-10+5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_pm10
1,1,30,0,0,0,0,1,0,5.664266666666666,-0.06764597701149455,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_pm8
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_pm15
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_pm20
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,V_pm50
4,2,59,0,0,0,1,1,0,2.6697850574712643,-0.011218744473916686,UCC,Medidor 3 - UCC - electricMeter,UCC 3,f_59.8-60.2
47,40,1196,0,0,0,2,38,0,131.66216653895276,0.09189562158785947,UCC,Medidor 3 - UCC - electricMeter,UCC 3,f_59.9-60.1
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,f_59.7-60.3
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,f_59.5-60.5
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,f_59-61
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_1.5q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_2q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_3q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_4q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_5q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_8q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_10q
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_2q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_2q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_3q_o_2pct
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_3q_o_5pct
0,0,0,0,0,0,0,0,0,0.0,0.0,UCC,Medidor 3 - UCC - electricMeter,UCC 3,S_3q_o_10pct
