pgb
200.0
215.78947368421052
231.57894736842104
247.36842105263156
263.1578947368421
278.9473684210526
294.7368421052631
310.5263157894737
326.3157894736842
342.10526315789474
357.89473684210526
373.6842105263158
389.4736842105263
405.2631578947368
421.0526315789474
436.8421052631579
452.63157894736844
468.42105263157896
484.2105263157895
500.0
