kwh_p2p
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.5668999999999835
9.048299999999998
11.468233333334
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
6.587200000000067
2.1396071428571246
7.4627333333333015
11.148899999999974
8.976466666666663
3.9014999999999955
8.078666666666665
0.21499999999999428
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.08173333333333298
4.237033333333473
8.01876666666655
0.0
5.80446666666676
2.986999999999999
2.352599999999988
2.311099999999994
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.1252666666666364
11.135366666666672
14.27496666666682
10.155566666666617
11.143466666666669
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.4683999999999466
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.5974999999999433
0.0
0.2127333333333383
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.071666666666681
5.086500000000002
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.3732499999999912
5.414899999995413
7.48273333333342
0.3917241379309445
0.0
0.25380000000000014
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.022366666666666774
3.309033333333316
8.32236666666668
9.834733333333372
0.0
10.81043218390805
4.952066666666697
6.2151333333332675
5.140166666666678
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.9405333333333357
5.277966666666677
0.0
2.1857333333332467
4.931433333333377
1.774166666666668
1.7970000000000015
2.910533333333338
4.095800000000062
0.22243333333334217
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.45213333333340766
2.1992333333335665
2.6993666666666325
3.7092666666666534
3.348300000000042
5.8278333333333165
7.081933333333304
7.229233333333019
7.299866666666662
7.203933333333408
1.7798000000003744
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
