pv_factor,cobertura_pct,ganancia_P2P,ganancia_C4,horas_mercado,kwh_p2p,ie_p2p,ss_p2p
1.0,11.3,37776156.481911175,36564670.71527535,1031.0,3657.7021024588103,0.40629620713276093,0.9808210621628441
1.0451722110516353,11.81044598488348,39304083.547547854,38010375.25130892,1081.0,3957.7614557651805,0.43575940633660504,0.9774168075551464
1.7245341482351981,19.487235875057742,58718330.247297145,56219193.071937606,1576.0,8560.73994929947,0.6230545929889852,0.8958451957754507
2.612930527629088,29.526114962208695,76757826.75704314,73050863.24127637,1685.0,13593.265169858123,0.6976133294994379,0.779412548008442
3.919395791443632,44.28917244331305,93130831.69806404,89784014.00060567,1563.0,15987.515984158501,0.771840002920512,0.6295321177419989
5.225861055258176,59.05222992441739,102737122.38646066,100254244.41503961,1402.0,14708.607442122668,0.7975362146927061,0.5168847364770879
