delta_horario
-512.2450115101319
-520.4501401012076
-520.4501400977854
-519.3468852170761
-460.48422648100404
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
123.7099304737585
-187.74087950146077
-142.54843569071636
135.99425151331434
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
229.5498173375072
-330.31616119922865
