precio_p2p_COP_kWh
""
""
""
""
""
""
""
""
""
""
""
""
651.9331558222219
307.38237499792314
549.782636541583
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
406.33315113732203
544.5310594625198
497.07386303990467
406.4341971594021
280.0
280.0
339.71890875369377
569.0352232456885
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
569.0685221703462
651.9382149053026
414.7077334494945
""
403.0604438449226
301.2760360286688
651.9341640961596
615.9057852821059
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
447.65930202864877
345.5549731433056
397.33051197171244
652.0113109217805
466.8286832826564
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
532.7662740103386
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
367.61438429863756
""
525.8208770598825
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
651.9318113041602
651.936108365745
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
540.5168346333733
544.5106519099145
373.8158987253788
568.93791094894
""
569.0533300911021
""
""
""
""
""
""
""
""
""
""
""
""
""
""
569.0682950669863
544.5120245510578
515.9201309808238
346.77382506334857
""
294.0529430877239
379.4520781206614
416.0026880188085
356.5594156805299
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
527.8569967549005
528.3921013842322
""
280.0
714.3631362638702
280.0
388.62593129116715
280.0
544.5213753202079
527.5830962605819
""
""
""
""
""
""
""
""
""
""
""
""
""
""
527.5823520901287
544.5084496793111
544.5079838532212
710.1966546102951
419.5623005548714
466.65466393611854
546.02318063945
651.9629166655496
651.9370803221116
496.8918570326336
544.5185847997153
""
""
""
""
""
""
""
""
""
""
""
""
""
539.6423328359124
651.9311401551423
402.093892720545
353.2838083256471
398.37523260682184
579.166599980509
411.4684576270088
567.9960842619017
651.9291612294196
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
569.0686376271468
544.5096610727422
544.5355032021998
710.1680549118548
544.5128549457654
548.9138934395446
616.0914462113636
545.6129238909141
544.511873726338
544.5128949434759
""
""
""
""
""
""
""
""
""
""
""
""
""
""
544.5123655411273
544.5076855156397
710.1656860306612
468.7621691443575
467.39496823904375
281.21994423008425
458.59765131204375
343.20290737999835
508.8707237354192
546.5758711956895
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
528.2620509904568
544.5063465414971
388.21954110202284
441.2582676647063
394.4805887274863
525.9210348176491
424.2005214734992
418.0070028495955
548.8159112744751
569.0685547757256
""
""
""
""
""
""
""
""
""
""
""
""
""
539.3768358647382
569.0675718136341
544.5101473941644
544.5217807371434
544.5343256373847
371.29213172181284
404.55216588188205
562.7700925783113
544.5244211478762
544.5096065237686
""
""
""
""
""
""
""
""
""
""
""
""
""
""
527.755943693066
544.5123748520693
429.04824744634163
380.6722147123388
423.5174116375679
280.0
529.4274948080746
343.7124566056758
544.5294951558037
544.514330796043
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
532.0676875254278
528.2586549234471
""
400.9703467334855
324.25452259795514
447.65908299235923
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
