precio_bolsa_COP_kWh
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
104.51
106.03
106.03
106.03
111.51
113.03
111.51
111.51
106.03
104.51
108.23
108.23
108.23
108.23
108.23
108.23
108.23
108.23
108.23
108.23
108.23
109.36
109.36
109.36
114.87
115.23
115.23
115.23
115.23
461.76
191.76
115.23
114.87
109.36
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
109.02
110.15
116.02
116.02
116.05
116.02
117.55
192.55
117.55
117.55
116.02
109.02
107.21
107.21
107.21
107.21
107.21
107.21
107.54
107.54
113.85
113.85
113.85
113.85
113.85
113.85
113.85
113.85
113.85
113.85
114.21
190.74
114.21
113.85
113.85
107.54
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
105.76
106.09
112.4
112.4
112.76
149.29
112.76
112.76
112.4
106.09
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
108.9
105.64
105.64
105.64
105.64
105.64
105.64
105.64
105.64
105.65
105.65
105.65
112.28
112.67
112.28
113.14
149.17
149.17
149.17
149.17
439.17
149.17
149.17
113.14
112.28
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
108.1
114.73
115.59
151.62
151.62
151.62
191.62
833.58
151.62
151.62
115.59
108.1
112.19
112.19
112.19
112.19
112.19
112.19
112.19
112.19
119.62
118.83
118.83
119.68
119.68
119.68
195.72
225.72
225.72
225.72
302.72
837.68
225.72
195.72
195.72
119.68
115.25
115.25
115.25
115.25
115.25
115.36
156.28
156.28
156.28
156.28
156.28
159.28
159.28
211.28
216.28
216.28
216.28
216.28
216.28
221.28
221.28
216.28
159.28
156.28
112.01
105.37
105.37
105.37
112.01
112.87
112.87
112.87
112.87
112.87
112.87
112.87
112.87
146.9
146.9
146.9
189.9
189.9
198.9
198.9
198.9
198.9
189.9
146.9
113.53
113.53
113.53
113.53
113.53
113.53
113.53
113.57
113.57
113.57
113.57
113.57
113.57
113.57
113.57
114.29
144.57
144.57
144.57
144.57
144.57
144.57
153.57
113.57
116.72
116.72
115.61
110.08
115.61
110.08
110.08
110.08
110.08
110.08
110.08
110.08
115.61
116.72
116.72
116.72
116.72
117.58
142.61
148.61
148.61
142.61
117.61
117.58
105.81
105.81
105.81
105.81
105.81
105.81
105.82
105.82
105.82
111.34
111.34
112.45
112.45
112.45
113.31
113.34
113.34
113.34
113.34
113.52
113.34
113.34
113.31
112.45
106.92
106.92
106.92
106.92
106.92
106.92
106.92
106.92
106.92
106.92
106.92
113.56
113.56
114.42
114.42
130.45
130.45
130.45
192.45
360.45
192.45
130.45
130.45
114.44
108.58
108.58
106.06
106.05
109.08
113.55
113.55
112.69
112.69
113.55
113.55
113.58
113.55
113.58
129.58
129.58
129.58
129.58
191.58
359.58
129.58
129.58
129.58
113.55
105.04
105.04
105.04
105.04
105.04
105.04
105.04
105.04
108.07
110.87
110.87
111.57
110.87
110.87
111.57
112.53
112.57
112.53
112.57
308.57
190.57
112.57
112.53
111.57
105.1
105.1
105.1
105.1
105.1
108.13
108.13
105.1
105.1
105.1
110.63
110.63
110.63
110.63
111.74
111.74
112.59
112.59
190.63
830.59
112.73
112.59
111.74
111.74
104.4
104.4
104.4
104.4
104.4
104.4
104.4
104.4
104.4
104.4
104.4
110.23
104.4
110.23
111.9
111.9
112.93
117.93
126.93
126.93
117.93
117.93
111.9
110.83
110.38
110.38
110.38
105.35
105.35
105.35
105.35
105.35
105.35
105.35
105.35
105.35
105.35
105.35
110.38
110.85
110.85
118.38
118.38
118.88
118.88
118.38
118.38
118.38
104.88
104.88
104.88
104.88
104.88
109.89
109.89
109.89
109.91
109.91
110.38
110.38
110.38
111.36
118.41
118.41
118.41
123.41
190.41
298.41
242.71
123.41
113.91
111.36
113.06
113.06
113.06
113.06
113.06
120.11
120.11
120.11
121.11
121.11
121.11
121.11
121.11
129.11
129.11
129.11
129.11
129.11
192.11
825.97
300.11
129.11
129.11
121.11
113.65
113.65
113.65
113.65
113.65
119.69
120.69
120.69
120.69
120.69
120.69
120.69
120.69
120.69
121.69
151.69
193.69
151.69
193.69
1047.9
151.69
121.69
120.69
120.69
111.95
111.95
111.95
111.95
112.27
112.43
112.43
112.43
112.43
112.43
112.43
117.47
117.47
120.47
121.47
192.47
192.47
150.47
192.47
826.32
295.47
192.47
121.47
120.47
113.62
113.51
113.51
113.14
113.51
113.62
113.62
113.62
113.62
113.62
115.49
120.66
120.66
121.66
121.66
122.66
122.66
122.66
193.66
296.66
151.66
122.66
121.66
120.66
119.26
119.26
119.26
118.89
113.88
113.88
113.88
118.89
119.26
119.26
119.37
119.37
119.37
119.37
119.37
120.52
128.41
128.41
129.41
157.41
129.41
128.41
121.61
120.52
108.69
108.69
108.69
108.69
103.68
103.68
103.68
103.68
103.68
103.68
103.68
103.68
103.68
103.68
103.68
108.69
109.18
112.34
116.71
118.21
118.21
116.71
116.71
116.71
113.53
108.53
108.53
108.53
108.53
113.9
113.9
113.9
114.02
114.02
114.02
114.02
114.02
116.18
121.55
121.55
122.05
122.05
194.05
827.91
122.05
122.05
121.55
121.55
106.25
106.25
106.25
106.25
106.25
106.25
106.25
111.26
111.28
111.28
111.28
111.28
111.28
111.28
113.91
191.78
191.78
133.78
191.78
294.78
191.78
116.78
111.28
111.26
106.25
106.25
106.25
106.25
106.25
106.25
106.25
111.26
111.28
111.28
111.28
111.28
111.28
111.28
113.91
191.78
191.78
133.78
191.78
294.78
191.78
116.78
111.28
111.26
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
109.81
114.82
117.42
132.34
195.34
132.34
195.34
829.19
829.19
132.34
114.84
114.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
104.82
109.83
117.34
158.34
190.34
158.34
190.34
824.2
824.2
158.34
117.34
109.85
106.18
106.18
106.18
106.18
106.18
109.75
109.75
106.18
106.18
106.18
106.18
111.23
111.23
111.25
128.75
128.75
149.75
159.75
191.75
862.87
862.87
159.75
128.75
111.25
102.43
107.48
107.48
106.0
106.0
106.0
102.43
102.43
106.0
107.48
107.5
107.5
107.5
107.5
131.0
131.0
156.0
156.0
188.0
291.0
156.0
156.0
146.0
131.0
107.41
107.41
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
102.36
105.93
107.41
107.43
155.93
130.93
130.93
155.93
155.93
107.43
105.05
105.05
105.05
105.05
105.05
105.05
105.05
105.05
105.05
105.05
110.12
110.12
110.12
110.12
117.62
117.62
117.62
168.62
293.62
861.74
295.62
117.62
112.74
110.12
104.61
104.61
104.61
104.61
104.61
109.66
107.18
107.18
107.18
107.18
109.66
109.68
109.68
158.18
293.18
293.18
293.18
235.38
293.18
861.3
861.3
178.18
109.68
109.66
101.86
101.86
101.86
101.86
101.86
104.43
104.43
104.43
104.43
104.43
104.43
106.91
104.43
106.91
187.43
278.04
290.43
187.43
292.43
951.09
858.55
106.91
101.87
101.86
110.45
110.45
110.45
110.45
110.45
108.95
107.95
105.38
107.95
107.95
110.45
110.45
110.45
110.45
110.45
112.51
112.51
112.51
190.95
862.07
293.95
158.95
112.51
112.51
102.06
102.06
102.06
102.06
102.06
105.63
104.63
104.63
104.63
102.06
104.63
107.11
104.63
107.13
187.63
187.63
187.63
109.33
292.63
858.75
292.63
215.63
107.13
104.63
106.83
106.83
106.83
101.78
101.78
101.78
101.78
106.83
106.85
106.83
106.85
106.85
106.85
106.85
106.85
108.89
108.91
108.91
108.91
290.35
108.91
108.91
108.91
106.85
108.66
108.66
108.66
108.66
108.66
108.66
108.66
108.64
103.6
103.59
108.64
108.66
109.16
110.73
110.73
110.73
110.73
112.63
167.16
167.16
167.16
167.16
167.16
110.73
106.65
106.65
106.65
106.65
108.15
108.15
108.15
108.15
108.15
108.15
108.15
108.71
108.15
108.71
108.71
187.15
187.15
187.15
290.15
914.35
292.15
290.15
130.15
108.71
104.55
104.55
104.55
104.55
109.6
109.62
190.12
133.12
111.68
110.12
133.12
138.12
133.12
138.12
138.12
138.12
190.12
190.12
293.12
861.24
735.95
295.12
138.12
133.12
110.09
110.09
105.05
109.61
110.11
143.61
143.61
158.61
112.18
