k,J,I,mejor,peor,volumen,ancho_pct,ef_ciego
344,1,4,120.22402178871222,46.92811072564508,1.2151340048121844,60.96611140815193,49.886305174736286
347,3,2,193.06202268666664,193.06202268666664,2.314866666666667,0.0,100.0
367,1,4,180.77657373972622,70.5641263937248,1.827153664935897,60.96611140815193,46.0491319514008
514,2,3,461.04288944438395,179.96296782635812,4.659874826224913,60.966111408151924,47.740916837307175
874,1,4,392.96370585674833,322.2843243100818,8.385440011398343,17.986236513260113,87.66577121072594
947,1,4,51.22122100000001,23.30369406666669,0.6063333333333336,54.503829444700884,51.202126192515365
2028,3,2,5612.3551977218785,5612.355197721878,11.290888436071857,1.6205223470925414e-14,99.99999999999999
2121,1,4,533.3550157386053,304.9546778519387,8.10642198075803,42.823322392566475,69.72628604118515
2199,1,4,4368.9893184109515,4055.5258605642853,6.876347196033711,7.174736191863162,96.0252138934412
2219,3,2,4208.236109883752,2988.5844675133326,7.295799999999999,28.982490775787554,78.74409884976593
2266,1,4,139.2365046800002,55.920494850000125,1.4865000000000013,59.8377631078005,42.41260572734926
2269,2,3,5873.5714079813115,5574.251752524646,9.94099818215328,5.096041823036913,97.80988186112555
2460,2,3,2184.887957489695,1991.236935309695,4.112438590547607,8.86320149809849,93.29347248507655
2511,1,4,226.14170427721825,190.31316078295205,0.32196489688945906,15.843403855462853,86.04367786483407
2557,2,3,3773.824557932857,3773.824557932857,8.428174221923925,0.0,100.0
2699,1,4,4250.405281940016,4180.836172623349,7.171625687576492,1.6367641366404828,98.80607264187313
3064,2,3,276.77888601127137,276.77888601127137,4.941127323694801,0.0,99.99999999999999
3081,3,2,580.8722222461186,580.7870060635297,11.985253864179917,0.01467038348973503,99.99838444067399
3276,4,1,508.09310402666665,508.09310402666665,3.9505333333333343,0.0,100.0
3420,4,1,109.84475945333332,109.84475945333332,0.8540666666666668,0.0,100.0
3559,1,4,9.660213527646027,2.8952143757462214,0.07511024110667774,70.02949916727442,37.48838444999918
3753,1,4,181.14185703000004,60.36978227000001,1.599966666666667,66.6726491271414,43.276583701366356
3758,1,4,257.72745065666675,135.85873687000003,3.6006333333333345,47.28588804807405,79.37292019139043
4043,1,4,95.64864403666668,28.979356929999998,0.7680333333333333,69.70228148880938,36.58574133181571
4045,2,3,305.28227776666654,161.6862224199999,4.285133333333331,47.037140969060786,57.57941257960894
4403,1,4,70.31773224666664,70.31773224666664,0.7091333333333334,0.0,99.99999999999997
4430,1,4,182.36384679333344,88.39814633999998,2.305799999999998,51.526496126077824,61.97589555126021
4595,1,4,54.82961749333345,18.637039440000038,0.486133333333334,66.0091747999773,40.626301597845625
5579,1,4,184.43181226666673,126.10622986666678,3.2690333333333346,31.624469598372762,74.29944799049626
5870,1,4,129.84213946333327,45.983238176666624,1.2057666666666673,64.58527380500225,39.55203771605465
