k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
323,2,3,aggregate,85.8673897594873,57.602169278461886,100.0,2,3,99.99999854995286,3.25546666666668,63.66180972578521
323,2,3,matrix,99.7889501968575,99.36685059057251,100.0,3,3,100.00000179156727,3.255466666666718,99.4573424158325
1065,1,4,aggregate,94.64212880804314,78.56851523217257,100.0,3,4,99.99920382225659,9.232829269991585,92.67487131599816
1065,1,4,matrix,81.31614827315394,40.830169224502654,100.0,2,4,99.99306160346643,9.232829269991598,92.64686661857607
2055,3,2,aggregate,41.822278891844306,1.4042930979598314,82.24026468572877,0,2,86.56039014271117,7.201033333333326,15.648297888222611
2055,3,2,matrix,41.82227889508001,1.543638751809952e-10,83.64455779000566,1,2,86.5603901427,7.201033333333295,50.52615689995496
2366,2,3,aggregate,64.8379359327245,49.5355150098469,95.43868576502973,0,3,99.99998875832839,9.38364801228474,59.33134236020558
2366,2,3,matrix,64.53402560958506,9.54989178591752e-10,100.0,2,3,95.5875944190475,9.38364801228487,99.97723540408957
3087,1,4,aggregate,95.18733485746537,80.74933942986151,100.0,3,4,99.99885633451258,7.341249918142459,92.41919751621874
3087,1,4,matrix,92.42679071868338,69.70716287473348,100.0,3,4,92.02602848958223,7.341249918142465,90.78501232883393
3565,2,3,aggregate,66.66666666568747,66.66653581122432,66.66680024336198,0,3,100.00000146797818,3.035997309373445,35.870689384026925
3565,2,3,matrix,66.66666666566331,66.66523326815052,66.66807084314243,0,3,99.99999994225146,3.035997309373515,35.87068849418859
4403,1,4,aggregate,74.99991096086848,74.9999016252405,74.99991531337005,0,4,100.0,0.7091333333333335,74.99991096084119
4403,1,4,matrix,74.99996258668698,74.99992845688827,75.0000357912186,0,4,100.0,0.7091333333333334,74.99996258695207
6085,1,4,aggregate,93.91709806291011,75.66839225164041,100.0,3,4,99.97853934405258,2.0640052910052695,89.85552315341019
6085,1,4,matrix,92.33543538024576,69.34174152098305,100.0,3,4,99.91816642019324,2.0640052910052926,87.2387375935886
