k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
278,2,3,aggregate,66.66666666474053,50.27671260696056,77.77937531296858,0,3,99.99929266729383,9.07759999999999,18.924814822907564
278,2,3,matrix,66.66666666471497,22.069858626017748,99.98364756435136,1,3,99.99929266729097,9.077599999999844,57.00332548656801
875,1,4,aggregate,94.55481423917999,78.21925695671995,100.0,3,4,99.99866570584139,9.393843619457142,92.61315498119168
875,1,4,matrix,85.52459966865719,68.99922134973785,100.0,2,4,96.78842006421529,9.393843619457146,89.30987267350014
1930,1,4,aggregate,75.09355477296998,71.04823395124032,76.44280588707724,0,4,98.75406296453937,5.232557979372752,75.0182052836632
1930,1,4,matrix,71.37339398008787,18.420307494069263,100.0,2,4,96.9673072263324,5.2325579793728005,99.7447022699712
2316,2,3,aggregate,65.34770045144937,0.0046888400603363675,100.0,2,3,89.6467256888717,12.988833333333309,31.45294223164175
2316,2,3,matrix,66.18722419043162,1.438153296106587e-10,100.0,2,3,89.64672360671382,12.988833333333313,76.63122859620027
3060,2,3,aggregate,66.66666666546726,65.5351916616236,68.92829845058536,0,3,100.00000123229536,7.2797956034566775,32.28687697974314
3060,2,3,matrix,66.66666666536146,44.66404825389309,77.67743803940122,0,3,100.00000003025838,7.279795603456693,40.36792942421529
3467,1,4,aggregate,93.74999850651247,74.99999402604985,100.0,3,4,47.47787133616121,1.8527500000000006,86.83597266121173
3467,1,4,matrix,93.74999234092772,74.99996936371083,100.0,3,4,47.47786484104761,1.8527500000000003,86.83596275787538
4285,1,4,aggregate,93.75000899751772,75.00003599007094,100.0,3,4,47.722774087687164,0.7406999999999985,86.90393322409328
4285,1,4,matrix,93.74989447249098,74.99957788996392,100.0,3,4,47.72253777115661,0.7406999999999987,86.9038060113895
5866,3,2,aggregate,49.999999999839034,49.99998274703611,50.00001725264196,0,2,99.99999986477873,1.3834333333333222,8.626701629640726
5866,3,2,matrix,49.999999999672276,49.999823523115325,50.00017647622923,0,2,99.99999908038306,1.3834333333333328,8.626700914892982
