hora,vendedor,comprador,kWh,precio,prima_vendedor,ahorro_comprador,en_piso,en_techo
7,Udenar,Mariana,0.047998462503429117,640.75,0.0,8.359412229597213,True,False
7,Udenar,UCC,0.04799910808948393,640.75,0.0,8.35952466486452,True,False
7,Udenar,HUDN,0.04799880504710239,640.75,0.0,8.35947188700335,True,False
7,Udenar,Cesmag,0.047997524354975854,640.75,0.0,8.359248841662593,True,False
8,Udenar,Mariana,0.5966239026786696,640.75,0.0,103.90801889051708,True,False
8,Udenar,UCC,0.5966338121054425,640.75,0.0,103.90974471628385,True,False
8,Udenar,HUDN,0.5966288256923571,640.75,0.0,103.90887628258089,True,False
8,Udenar,Cesmag,0.596605393117936,640.75,0.0,103.90479526541972,True,False
9,Udenar,Mariana,2.0282661240042343,640.75,0.0,353.2428281565774,True,False
9,Udenar,UCC,2.0283179749403977,640.75,0.0,353.2518585156196,True,False
9,Udenar,HUDN,2.028080682865693,640.75,0.0,353.210531727889,True,False
9,Udenar,Cesmag,2.0217571989476837,640.75,0.0,352.10923376872853,True,False
10,Udenar,Mariana,2.8723838080712993,640.75,0.0,500.2543640136974,True,False
10,HUDN,Mariana,0.4973633189788655,640.75,0.0,86.6207956333592,True,False
10,Udenar,UCC,9.318294767702401,640.75,0.0,1622.8742167430498,True,False
10,HUDN,UCC,1.6134953833751897,640.75,0.0,281.006355968623,True,False
10,Udenar,Cesmag,0.1085101736788237,640.75,0.0,18.89813184790393,True,False
10,HUDN,Cesmag,0.01785472873321042,640.75,0.0,3.1095795561759263,True,False
11,Udenar,Mariana,2.035944759465107,640.75,0.0,354.580139308443,True,False
11,Udenar,UCC,2.036043469323245,640.75,0.0,354.5973306173363,True,False
11,Udenar,HUDN,2.0358275530108667,640.75,0.0,354.5597266323725,True,False
11,Udenar,Cesmag,0.7927518032614158,743.2395484362378,81.24877433827572,56.816879717732434,False,False
12,Udenar,Mariana,1.8402353024018767,640.75,0.0,320.4953802663108,True,False
12,Udenar,UCC,1.84032713314866,640.75,0.0,320.51137350917054,True,False
12,Udenar,HUDN,1.8402828504098854,640.75,0.0,320.5036612273856,True,False
12,Udenar,Cesmag,1.4894677812559374,640.75,0.0,259.405708783534,True,False
13,Udenar,Mariana,2.614473926109487,640.75,0.0,455.33677897122817,True,False
13,Udenar,UCC,2.7065361174504794,640.75,0.0,471.3703302151754,True,False
13,Udenar,HUDN,2.071449670890152,640.75,0.0,360.76367468222884,True,False
13,Udenar,Cesmag,1.9955705035936457,640.75,0.0,347.5485589058693,True,False
31,Udenar,Mariana,0.1920730798219025,640.75,0.0,33.45144758178253,True,False
31,Udenar,UCC,0.19207701346485903,640.75,0.0,33.45213266503984,True,False
31,Udenar,HUDN,0.19207647262196897,640.75,0.0,33.45203847184211,True,False
31,Udenar,Cesmag,0.19206909994873533,640.75,0.0,33.45075444707174,True,False
32,Udenar,Mariana,1.1333025501552996,640.75,0.0,197.37597213504694,True,False
32,Udenar,UCC,1.133334723866952,640.75,0.0,197.38157550866833,True,False
32,Udenar,HUDN,1.1333019425171764,640.75,0.0,197.37586630879142,True,False
32,Udenar,Cesmag,1.133196666330105,640.75,0.0,197.35753140805105,True,False
33,Udenar,Mariana,3.8205138319930994,640.75,0.0,665.3806889799181,True,False
33,Udenar,UCC,3.820631404111703,640.75,0.0,665.401165340094,True,False
33,Udenar,HUDN,0.14463761621457805,814.91,25.190087239930907,0.0,False,True
33,Udenar,Cesmag,2.584729733306982,640.75,0.0,450.1565303527439,True,False
34,Udenar,Mariana,4.340311139181328,640.75,0.0,755.9085879998199,True,False
34,Udenar,UCC,4.341426533221512,640.75,0.0,756.1028450258583,True,False
34,Udenar,HUDN,0.8159133867874842,814.91,142.09947544290821,0.0,False,True
34,Udenar,Cesmag,2.2736357569522303,640.7500000003615,8.219742206970401e-10,395.9764034299784,True,False
35,Udenar,Mariana,1.6832846595697086,640.7500000000987,1.6610682502079124e-10,293.1608563104943,True,False
35,Udenar,UCC,2.5378954077444194,640.75,0.0,441.999864212768,True,False
35,Udenar,HUDN,1.9482232449151817,640.75,0.0,339.302560334428,True,False
35,Udenar,Cesmag,2.4095560244324785,640.75,0.0,419.64827721516036,True,False
36,Udenar,Mariana,0.5141295659049654,814.91,89.54080519800875,0.0,False,True
36,Udenar,UCC,2.809784708377421,640.75,0.0,489.3521048110115,True,False
36,Udenar,HUDN,2.809583833005524,640.75,0.0,489.31712035624196,True,False
36,Udenar,Cesmag,2.163746260479702,640.75,0.0,376.8380487251448,True,False
37,Udenar,Mariana,1.3281966181028098,640.75,0.0,231.3187230087853,True,False
37,Udenar,UCC,1.328339485586402,640.75,0.0,231.3436048097277,True,False
37,Udenar,HUDN,1.3283157924913547,640.75,0.0,231.33947842029428,True,False
37,Udenar,Cesmag,0.4312665786953413,704.9728541501171,27.697170583370898,47.41221676220973,False,False
39,Udenar,Mariana,0.22720326453567144,640.75,0.0,39.569720551532534,True,False
39,Udenar,UCC,0.22720528050529318,640.75,0.0,39.57007165280185,True,False
39,Udenar,HUDN,0.22720254953764374,640.75,0.0,39.569596027476024,True,False
39,Udenar,Cesmag,0.22719702931758123,640.75,0.0,39.56863462594994,True,False
58,Cesmag,Udenar,0.3068904138131963,640.75,0.0,53.44803446970626,True,False
58,Cesmag,Mariana,0.3072683739491382,640.75,0.0,53.5138600069819,True,False
58,Cesmag,UCC,0.30727310461347035,640.75,0.0,53.51468389948199,True,False
58,Cesmag,HUDN,0.30726810762421175,640.75,0.0,53.51381362383271,True,False
59,Udenar,Mariana,0.18814668331066398,640.75,0.0,32.76762636538523,True,False
59,Cesmag,Mariana,0.40254676790469596,640.75,0.0,70.10754509828183,True,False
59,Udenar,UCC,0.188156018589716,640.75,0.0,32.76925219758493,True,False
59,Cesmag,UCC,0.40256674107825263,640.75,0.0,70.11102362618847,True,False
59,Udenar,HUDN,0.18814766773164504,640.75,0.0,32.76779781214329,True,False
59,Cesmag,HUDN,0.40254887410987983,640.75,0.0,70.10791191497665,True,False
60,Udenar,Mariana,0.5005788264087172,640.75,0.0,87.18080840734217,True,False
60,Cesmag,Mariana,0.21528784025782366,640.75,0.0,37.494530259302564,True,False
60,Udenar,UCC,6.179966806664601,640.75,0.0,1076.3030190487068,True,False
60,Cesmag,UCC,2.6578665266687,640.75,0.0,462.8940342846207,True,False
60,Udenar,HUDN,0.13318622714196815,640.75,0.0,23.19571331904517,True,False
60,Cesmag,HUDN,0.057280439524746554,640.75,0.0,9.975961347629857,True,False
61,Udenar,UCC,4.999185001433008,640.75,0.0,870.6580598495725,True,False
61,Mariana,UCC,0.7277626569236056,640.75,0.0,126.74714432981514,True,False
61,Cesmag,UCC,1.2093856749769658,640.75,0.0,210.62660915398834,True,False
61,Udenar,HUDN,0.937061901008641,640.75,0.0,163.19870067966488,True,False
61,Mariana,HUDN,0.1364139671934069,640.75,0.0,23.757856526403742,True,False
61,Cesmag,HUDN,0.22669079846447035,640.75,0.0,39.48046946057215,True,False
62,Udenar,Mariana,0.7543614390876329,640.75,0.0,131.3795882315021,True,False
62,Udenar,UCC,0.7544266576257664,640.75,0.0,131.39094669210346,True,False
62,Udenar,HUDN,0.7544101365537275,640.75,0.0,131.38806938219716,True,False
62,Udenar,Cesmag,0.7058637240235411,640.75,0.0,122.93322617593991,True,False
63,Udenar,Mariana,0.283568039188377,640.75,0.0,49.386209705047726,True,False
63,Udenar,UCC,0.2835815015829375,640.75,0.0,49.38855431568438,True,False
63,Udenar,HUDN,0.283578205349808,640.75,0.0,49.38798024372255,True,False
63,Udenar,Cesmag,0.2835224214914047,640.75,0.0,49.37826492694304,True,False
64,Udenar,Mariana,0.9132666396973561,640.75,0.0,159.05451796969152,True,False
64,Udenar,UCC,0.9138617413218476,640.75,0.0,159.15816086861295,True,False
64,Udenar,HUDN,0.9138460013934384,640.75,0.0,159.1554196026812,True,False
64,Udenar,Cesmag,0.222816258416465,683.4370028351624,9.511358254743916,29.29432131106762,False,False
