k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
613,4,1,aggregate,19.465290616825136,19.465290616825136,19.465290616825136,0,1,99.99999999999974,7.244466666666649,19.465290616825136
613,4,1,matrix,19.465333945196388,19.465333945196388,19.465333945196388,0,1,100.00000000000001,7.244466666666669,19.465333945196388
1351,1,4,aggregate,74.82980460112509,70.88999706263482,76.1435163983157,0,4,94.82618014797198,0.9839988866075648,74.75818256220677
1351,1,4,matrix,74.82824017804323,70.97445110085803,76.22321676603376,0,4,94.83532649069676,0.9839988866075708,74.75148325314268
2601,3,2,aggregate,40.74393934743701,39.417893979696146,42.06998471517788,0,2,52.829302413307786,2.8260338483628544,-12.216505987570558
2601,3,2,matrix,40.74393934745119,0.7564902486311718,80.7313884462712,1,2,52.82930241306724,2.8260338483628322,-10.616138406289327
3279,4,1,aggregate,2.45078018398929,2.45078018398929,2.45078018398929,0,1,80.51670154257307,0.12560000000000043,-21.154018914239693
3279,4,1,matrix,2.451429130212758,2.451429130212758,2.451429130212758,0,1,80.51670154256578,0.125599999999999,-21.153212937090476
4116,4,1,aggregate,0.0,0.0,0.0,1,1,80.62323986028905,3.894233333333334,-24.03371555557517
4116,4,1,matrix,0.0,0.0,0.0,1,1,80.62323986033385,3.8942333333333345,-24.033715555506237
4735,4,1,aggregate,19.894443323115322,19.894443323115322,19.894443323115322,0,1,64.13526019602547,0.24406666666666665,-24.900961549149415
4735,4,1,matrix,19.894466343459083,19.894466343459083,19.894466343459083,0,1,64.13526019594391,0.24406666666666665,-24.900925655879696
5360,4,1,aggregate,18.07294842598612,18.07294842598612,18.07294842598612,0,1,99.99999999991974,0.649396666666145,18.072948425986123
5360,4,1,matrix,18.073211779454642,18.073211779454642,18.073211779454642,0,1,100.0,0.6493966666666662,18.073211779454642
