k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
686,3,2,aggregate,44.662083851248624,10.231805666346096,79.09236203615116,0,2,97.46600327009611,5.509503331326162,34.465796871575364
686,3,2,matrix,41.941580759509804,1.603842479571862e-10,83.88316151885923,1,2,99.99999999995205,5.509503331326166,83.88316151832103
1503,3,2,aggregate,44.13067371776967,16.507956938944375,71.75339049659495,0,2,99.99999848893634,1.4741000000000235,23.706959422252734
1503,3,2,matrix,41.576609461980254,2.3193494602087494e-06,83.15321660461106,1,2,100.00000267956554,1.4741000000000022,72.31761226898892
2626,4,1,aggregate,20.59204884951068,20.59204884951068,20.59204884951068,0,1,61.93319328545201,0.4509999999999995,-28.21549630824875
2626,4,1,matrix,20.59223155495639,20.59223155495639,20.59223155495639,0,1,61.933193290603406,0.4509999999999995,-28.215201293506436
3425,1,4,aggregate,71.89760872573197,62.629546479944956,74.98719017281206,0,4,87.64024780318411,0.41739396053794686,71.46196781989133
3425,1,4,matrix,71.8977569740529,62.62666349715653,74.99133959005442,0,4,87.6392346048117,0.4173939605379471,71.46280111755898
4189,4,1,aggregate,0.0,0.0,0.0,1,1,81.30495871257027,5.515800000000006,-22.99372828356096
4189,4,1,matrix,0.0,0.0,0.0,1,1,81.30495871257767,5.515799999999977,-22.993728283549103
4811,4,1,aggregate,19.411741575042893,19.411741575042893,19.411741575042893,0,1,58.27847828069954,0.7796333333367779,-38.28133610002329
4811,4,1,matrix,19.411704372464875,19.411704372464875,19.411704372464875,0,1,58.278478280535104,0.7796333333333327,-38.28139993567989
5551,2,3,aggregate,66.27651845295888,48.855889983600186,75.9743299866248,0,3,99.99995975922171,3.680333333333179,64.11231717256369
5551,2,3,matrix,65.24875009856743,0.00557030464900547,100.0,2,3,96.93696987393176,3.6803333333333117,98.83660592960699
