k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
37,4,1,aggregate,17.506955253703456,17.506955253703456,17.506955253703456,0,1,99.99171796412843,3.9015000000000177,-42.39778609968782
37,4,1,matrix,17.609852785830242,17.609852785830242,17.609852785830242,0,1,99.99171796024815,3.9015000000000035,-42.22016651539679
663,1,4,aggregate,93.75001228771167,75.00004915084666,100.0,3,4,60.48264866952041,2.255747260192758,89.42882648872082
663,1,4,matrix,93.74985362354596,74.99941449418382,100.0,3,4,60.48248560866727,2.2557472601927584,89.42865328893167
1815,1,4,aggregate,75.26026498561113,71.23267574811831,76.60282405100483,0,4,94.7419148469158,0.5537805929288142,75.18576105798991
1815,1,4,matrix,75.26063347651153,71.21312544122046,76.6131121024294,0,4,94.7390655003344,0.5537805929288127,75.18803372449057
2245,1,4,aggregate,81.12771167712792,71.14389079174225,84.45566128065238,0,4,89.36613611454592,2.1226785210676615,80.68143513349679
2245,1,4,matrix,81.23178199965253,68.91911909233119,85.55161253997395,0,4,89.02207199436869,2.1226785210676637,81.06718583166422
2845,1,4,aggregate,78.4743131799539,57.20575579704813,100.0,2,4,99.9999903116717,8.625805939906048,70.51359307298469
2845,1,4,matrix,74.84000301751769,0.20597162871081365,100.0,4,4,98.81335212120896,8.625805939906012,99.99897584107383
3394,1,4,aggregate,94.81402349808772,79.25609399235086,100.0,3,4,98.83032405317995,13.982026629584364,96.35627574845147
3394,1,4,matrix,91.13177357443658,76.98657480384044,100.0,2,4,99.9987723892043,13.982026491917704,97.55107069099371
4092,2,3,aggregate,88.7530394543141,66.25911836294232,100.0,2,3,99.99472754104971,4.480333333333345,78.44437740825641
4092,2,3,matrix,80.1721620359282,57.01323949468681,100.0,1,3,92.75704836756165,4.480333333333337,89.54595619181934
5555,1,4,aggregate,93.72135508906287,74.88542035625146,100.0,3,4,51.485239062316026,1.571466666666666,87.30073956358025
5555,1,4,matrix,93.99411805819675,75.97647223278695,100.0,3,4,51.49798580693995,1.571466666666666,87.84637408550368
