hora,vendedor,comprador,kWh,precio,prima_vendedor,ahorro_comprador,en_piso,en_techo
13,Udenar,Mariana,1.541002360554168,280.0,0.0,965.0959807031413,True,False
13,Udenar,UCC,1.126713708058203,906.2780677090976,705.6360839440438,8.68467275340051e-11,False,True
13,Udenar,HUDN,1.5409424895456552,280.0,0.0,965.0584848036181,True,False
13,Udenar,Cesmag,1.1267043372324936,906.2780677091656,705.6302152015022,1.0247316251775316e-11,False,True
14,Udenar,Mariana,0.7771715168306932,280.0,0.0,486.7254758393349,True,False
14,Udenar,UCC,0.5682337008535628,906.2780677091746,355.8723041778025,6.460069253689231e-14,False,True
14,Udenar,HUDN,0.7771444478107018,280.0,0.0,486.7085231057999,True,False
14,Udenar,Cesmag,0.5682297011496108,906.2780677091746,355.86979925094,6.460023782319818e-14,False,True
37,Udenar,Mariana,1.7799890719709157,280.0,0.0,1114.7681165373922,True,False
37,Udenar,UCC,1.7799998104116364,280.0,0.0,1114.774841787297,True,False
37,Udenar,HUDN,0.7049727541127959,906.2780677091747,441.508974233377,0.0,False,True
37,Udenar,Cesmag,1.77997073969579,280.0,0.0,1114.7566354355497,True,False
38,Udenar,Mariana,1.1554525412596208,280.0,0.0,723.6345848697308,True,False
38,Udenar,UCC,1.1554579864012702,280.0,0.0,723.6379950425213,True,False
38,Udenar,HUDN,0.4509785398701977,906.2780677091747,282.4379685282124,0.0,False,True
38,Udenar,Cesmag,1.1554310183831158,280.0,0.0,723.6211055642217,True,False
58,HUDN,Udenar,0.10570113878882101,280.0,0.0,66.19830495532212,True,False
58,HUDN,Mariana,0.07915942391558344,858.2139594031327,45.77108392630053,3.804727124522497,False,False
58,HUDN,UCC,0.07915967366370953,858.074304033956,45.76017326070396,3.8157942018928908,False,False
58,HUDN,Cesmag,0.10567976363194863,280.0,0.0,66.1849181633791,True,False
60,Udenar,Mariana,0.9970292018325625,906.2780677091502,624.4175219732936,2.4483404967649393e-11,False,True
60,Udenar,UCC,0.9970318013276973,906.2780677091359,624.4191499800694,3.865214287688386e-11,False,True
60,Udenar,HUDN,1.3627601810607295,280.0,0.0,853.4668129457187,True,False
60,Udenar,Cesmag,1.363630704402295,280.0,0.0,854.0120026219702,True,False
61,Udenar,Mariana,2.5797706867797126,280.0,0.0,1615.6538008491689,True,False
61,Udenar,UCC,2.579779861137329,280.0,0.0,1615.6595465481294,True,False
61,Udenar,HUDN,0.9611151222326669,906.2780677091747,601.9253215979419,0.0,False,True
61,Udenar,Cesmag,2.579722561005117,280.0,0.0,1615.6236607320482,True,False
133,Udenar,Mariana,1.1744600007708206,280.0,0.0,735.5385398844653,True,False
133,Udenar,UCC,0.6382115764450994,906.2780677091747,399.6979128856631,0.0,False,True
133,Udenar,HUDN,1.1460438110369586,280.0,0.0,717.742103486285,True,False
133,Udenar,Cesmag,1.174351278413842,280.0,0.0,735.47044945682,True,False
134,Udenar,Mariana,1.016995896186815,280.0,0.0,636.922224732039,True,False
134,Udenar,UCC,0.9764189111979421,280.0,0.0,611.5097489797434,True,False
134,Udenar,HUDN,1.0169075117686102,280.0,0.0,636.86687150939,True,False
134,Udenar,Cesmag,0.5175443475132939,906.2780677091747,324.1266739144313,0.0,False,True
135,Udenar,Mariana,0.5266202358612116,280.0,0.0,329.81070373170945,True,False
135,Udenar,UCC,0.38505239022473625,906.2780677091747,241.14986691674693,0.0,False,True
135,Udenar,HUDN,0.3850552983399085,906.2780677091747,241.15168820549766,0.0,False,True
135,Udenar,Cesmag,0.4546387422408403,422.0552219556375,64.58380743865442,220.14646555766856,False,False
136,Udenar,Mariana,0.02397941070034166,571.2719232896602,6.9845290740411725,8.033249924173509,False,False
136,Udenar,UCC,0.023980149414475408,570.8564302073647,6.974780654533545,8.043460984141412,False,False
136,Udenar,HUDN,0.023978903590040068,571.5571942259063,6.991221851325594,8.026239554829292,False,False
136,Udenar,Cesmag,0.023994869628474563,562.5951437166088,6.780833631120061,8.24662695473455,False,False
153,Udenar,Mariana,0.12211139940141043,906.2780677091747,76.47569126237859,0.0,False,True
153,Udenar,UCC,0.49262875530569195,280.0,0.0,308.5225849708246,True,False
153,Udenar,HUDN,0.4926358669463037,280.0,0.0,308.52703883536515,True,False
153,Udenar,Cesmag,0.49259064501325134,280.0,0.0,308.4987173305151,True,False
154,Udenar,Mariana,0.30604015656384986,906.2780677091747,191.66623789422118,0.0,False,True
154,UCC,Mariana,0.05170024306910296,906.2780677091747,32.37872832941245,0.0,False,True
154,Udenar,HUDN,1.1409696803191638,280.0,0.0,714.5642867050407,True,False
154,UCC,HUDN,0.19274731336169884,280.0,0.0,120.71341496829955,True,False
154,Udenar,Cesmag,1.8653844691931516,280.0,0.0,1168.2493809009916,True,False
154,UCC,Cesmag,0.31512480415967387,280.0,0.0,197.35575343635264,True,False
155,Udenar,UCC,0.8842827275596533,280.0,0.0,553.8068779246582,True,False
155,Mariana,UCC,0.04349771775205941,280.0,0.0,27.241666623518835,True,False
155,Udenar,HUDN,0.6465747969745416,906.2780677091747,404.93561447866784,0.0,False,True
155,Mariana,HUDN,0.03180490486728886,906.2780677091747,19.918714363959793,0.0,False,True
155,Udenar,Cesmag,0.8842758087622602,280.0,0.0,553.802544833596,True,False
155,Mariana,Cesmag,0.043497377417529154,280.0,0.0,27.241453479466852,True,False
156,Udenar,Mariana,0.03741734202660184,906.2780677091747,23.433660663233493,0.0,False,True
156,Udenar,UCC,0.20060630857521106,906.2780677091747,125.63533130475362,0.0,False,True
156,Udenar,HUDN,2.2299643560420774,280.0,0.0,1396.5777679623664,True,False
156,Udenar,Cesmag,2.0870786600227764,280.0,0.0,1307.0915903561179,True,False
157,Udenar,HUDN,0.02870564531304451,906.2780677091747,17.97771607899844,0.0,False,True
157,Mariana,HUDN,0.0287032111982408,906.2780677091747,17.976191646282594,0.0,False,True
157,UCC,HUDN,0.028705162801662583,906.2780677091747,17.977413892702522,0.0,False,True
