k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
422,2,3,aggregate,88.88888572663207,66.66665717989623,100.0,2,3,59.35593608140397,5.587802748979353,81.2805244635861
422,2,3,matrix,88.88895701939666,66.66687105818994,100.0,2,3,59.35601146001273,5.587802748979456,81.280598912897
1400,1,4,aggregate,94.2078533256593,76.83141330263723,100.0,3,4,99.99689066982245,5.60559468728527,91.95940681820302
1400,1,4,matrix,90.23491869694506,60.93967478778022,100.0,3,4,98.00211486575716,5.605594687284936,87.60299036878014
2146,1,4,aggregate,75.20903727695226,51.09971350197344,100.0,1,4,99.99999346618166,11.771286816142624,64.92320793433913
2146,1,4,matrix,71.1871938260232,0.40675936279377806,100.0,3,4,96.5134935173617,11.771286816142629,99.98152090593008
2536,1,4,aggregate,74.9999487479799,74.99994642217757,74.99994965571977,0,4,99.99999999999997,0.23003333333333298,74.99994874797194
2536,1,4,matrix,74.99948796004189,74.99948138604555,74.99950480387417,0,4,99.99999999999987,0.2300333333333328,74.99948796010133
3181,1,4,aggregate,92.82087732585958,71.28350930343834,100.0,3,4,58.57430435543335,7.61043628567065,82.46223559869726
3181,1,4,matrix,77.02806495717707,9.012848917746021,100.0,3,4,59.48032757128183,7.610436285670622,99.14060406794614
3901,2,3,aggregate,88.88889703333165,66.66669109999492,100.0,2,3,53.53152782273129,0.6168666666666619,79.244069139824
3901,2,3,matrix,88.88881008795212,66.66643026385637,100.0,2,3,53.53135248192231,0.6168666666666687,79.24399537916219
4838,1,4,aggregate,74.99935344965006,74.99934064711285,74.99937348693288,0,4,100.00000000000001,0.909533333333334,74.99935344954821
4838,1,4,matrix,74.99994846292613,74.99978777701062,75.00005113082196,0,4,99.99999999999973,0.9095333333333314,74.99994846399841
