k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
422,4,1,aggregate,18.844358168437765,18.844358168437765,18.844358168437765,0,1,99.99999999999997,3.3748999999999993,18.844358168437765
422,4,1,matrix,18.84431646154372,18.84431646154372,18.84431646154372,0,1,100.00000000000128,3.374900000000043,18.844316461543723
998,4,1,aggregate,17.18587906065029,17.18587906065029,17.18587906065029,0,1,100.0,6.128233333333334,17.185879060650294
998,4,1,matrix,17.185868638146744,17.185868638146744,17.185868638146744,0,1,100.0,6.128233333333334,17.185868638146744
2266,3,2,aggregate,41.16607921557181,17.834303137179514,64.49785529396411,0,2,58.02363808030123,4.8312360700719825,-33.300232791521196
2266,3,2,matrix,41.1660792174837,1.671354736754916e-10,82.33215843480026,1,2,58.0236380803021,4.831236070072027,54.89385903995463
3016,3,2,aggregate,24.780634304242838,21.976587923065107,27.584680685420565,0,2,65.62734487300753,1.8807333333332958,-15.080855575674391
3016,3,2,matrix,24.226828801009177,21.10940460990805,27.344252992110302,0,2,65.62734547265045,1.8807333333333347,-14.942825583221252
3994,4,1,aggregate,0.36863538504792825,0.36863538504792825,0.36863538504792825,1,1,80.57104730494581,2.917399999999996,-23.656534136718495
3994,4,1,matrix,0.3660206249835238,0.3660206249835238,0.3660206249835238,1,1,80.57104730511293,2.917400000006225,-23.659779421666357
4524,1,4,aggregate,72.50418721829762,65.10870056416131,74.97248448631785,0,4,90.13650255075082,1.0995666666666668,72.23454903415924
4524,1,4,matrix,72.49734756768405,65.28937420384672,75.18686806830634,0,4,90.16975524261304,1.0995666666666668,72.21421535907649
5047,4,1,aggregate,22.514238481352532,22.514238481352532,22.514238481352532,0,1,82.16631370051248,0.42326666666666635,5.696436862100349
5047,4,1,matrix,22.514216548680054,22.514216548680054,22.514216548680054,0,1,82.16631371209466,0.42326666666666624,5.696410182371071
6105,3,2,aggregate,31.540903715264633,20.809918929614692,42.27188850091457,0,2,100.00000089829346,2.7594092357330173,29.715583943115046
6105,3,2,matrix,34.57276790953017,0.0006528788197220306,69.14488294024062,1,2,99.99999822065976,2.759409235733014,40.45343184814653
