k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
568,1,4,aggregate,93.75000462928492,75.0000185171397,100.0,3,4,54.275144086996434,1.9304841603493839,88.48481419587215
568,1,4,matrix,93.74984099097018,74.99936396388073,100.0,3,4,54.274922340231505,1.9304841603493839,88.48463319645862
1716,4,1,aggregate,20.407176318633073,20.407176318633073,20.407176318633073,0,1,29.60346073352024,1.8415000000000008,-168.86324000370456
1716,4,1,matrix,20.40723520930672,20.40723520930672,20.40723520930672,0,1,29.60346073351213,1.8414999999999992,-168.86304107205797
2198,1,4,aggregate,75.6221253385287,13.564931136617512,100.0,1,4,99.99999304594826,5.938966691016262,53.64550502833715
2198,1,4,matrix,71.89062921938468,23.953599264098166,100.0,2,4,97.1815879805956,5.938966691016275,99.99989258386456
2752,1,4,aggregate,81.11878888804303,71.14460621407828,84.46555887284714,0,4,98.55621670115133,6.093415011191144,80.67450270412179
2752,1,4,matrix,71.13238726105908,0.00033296965096554765,100.0,3,4,95.00538134956484,6.09341501119119,99.11862401423934
3301,2,3,aggregate,88.88900325166634,66.667009754999,100.0,2,3,82.35064907506145,14.484155327924913,79.15916316587561
3301,2,3,matrix,88.85552321077202,66.56656963231606,100.0,2,3,82.30725012651591,14.48415532792492,79.11051612030332
4044,2,3,aggregate,88.88892631245068,66.66677893735202,100.0,2,3,53.53168776656226,4.497499999999992,79.24404296430502
4044,2,3,matrix,88.88787446891916,66.6636234067575,100.0,2,3,53.53020110427599,4.497500000000094,79.24282984397138
5433,1,4,aggregate,93.74997258582545,74.99989034330181,100.0,3,4,50.80699039734195,0.5561999999999986,87.69868941534905
5433,1,4,matrix,93.74994759661742,74.99979038646966,100.0,3,4,50.80691905914599,0.5561999999999987,87.69867647757756
