k,J,I,uniforme,max_exc,vol_cen,ef_aco,efvol_aco,efemp_aco,vol_aco,ef_alt,efvol_alt,efemp_alt,vol_alt,exceso_aco,exceso_alt
37,4,1,False,258.52160061999984,3.9015,99.99171796412844,100.00000000000044,99.99171796412796,3.9015000000000177,89.93165782448432,100.0,89.93165782448432,3.9015,1.7319479184152442e-14,0.0019363337379731
206,1,4,False,370.6094890624165,7.491027069149079,99.9969482957681,99.99999999999976,99.99694829576832,7.491027069149062,99.9524979318116,100.0000000000009,99.95249793181073,7.491027069149146,0.0,6.661338147750939e-14
226,4,1,True,216.2540516933333,2.1857333333333333,99.99999999999952,99.99999999999952,100.0,2.185733333333322,100.00000000000466,100.00000000000468,100.0,2.1857333333334354,0.0,1.021405182655144e-13
273,2,3,False,560.8018133221098,11.206588334592023,100.00000150560447,100.00000000000028,100.0000015056042,11.206588334592055,99.99988500451904,99.99999999999882,99.9998850045202,11.206588334591894,1.1146314693455397e-07,0.0004493320126428
278,2,3,False,495.278990013333,9.077600000000002,99.99929266729384,99.99999999999986,99.99929266729396,9.07759999999999,99.85069467832294,100.00000000000118,99.85069467832176,9.077600000000109,5.449339068874792e-08,4.39578048423428e-05
304,1,4,False,223.93293031151725,3.131195541951836,75.08549128594888,100.0,75.08549128594889,3.131195541951836,75.42509737023849,100.0000000000027,75.42509737023644,3.1311955419519206,0.0,8.482103908136197e-14
323,2,3,False,263.31324122666655,3.2554666666666656,99.99999854995286,100.00000000000044,99.99999854995242,3.25546666666668,99.99963377874325,100.00000000000024,99.999633778743,3.255466666666673,3.966143513611797e-08,0.0101215018094402
325,1,4,False,410.4245681733331,6.978533333333333,99.99999998691156,99.99999999999991,99.99999998691165,6.978533333333328,99.99965200891494,100.00000000000004,99.99965200891492,6.978533333333335,1.516497843967457e-08,3.115653578955602e-05
345,1,4,False,238.5324549831596,2.4109066806196515,54.27543046153025,100.00000000000004,54.27543046153024,2.410906680619652,54.38784217194313,99.9999999999998,54.387842171943234,2.410906680619646,4.440892098500626e-16,0.0
369,1,4,False,246.36532651859773,3.0713154736727053,66.94394758751994,100.0,66.94394758751994,3.0713154736727053,67.1436734420408,100.00000000001444,67.14367344203109,3.071315473673149,0.0,4.436451206402126e-13
422,2,3,False,552.851057401002,5.587802748979442,59.35593608140397,99.9999999999984,59.35593608140491,5.587802748979353,59.35594132144745,99.99999999999784,59.35594132144873,5.587802748979321,3.2348095868606215e-08,1.1365589358547368e-08
443,1,4,False,583.1526725571404,5.894068688424275,61.03277750753026,100.0,61.03277750753027,5.894068688424275,61.02526615937797,100.0000000000001,61.02526615937792,5.89406868842428,0.0,0.0055953117425769
493,1,4,False,40.52547549400293,0.4096010314851179,54.27540419222167,100.00000000000011,54.2754041922216,0.4096010314851184,54.479726818287375,99.99999999999932,54.47972681828775,0.4096010314851152,4.996003610813204e-16,0.0
565,1,4,False,148.91594957276288,1.505130434770984,54.274837453095394,100.0,54.274837453095394,1.505130434770984,54.47296421686756,100.00000000000075,54.47296421686715,1.5051304347709953,0.0,1.1324274851176595e-14
568,1,4,False,190.99997929239163,1.930484160349384,54.275144086996434,100.0,54.27514408699643,1.930484160349384,54.4454071018958,100.00000000000011,54.44540710189574,1.930484160349386,0.0,2.220446049250313e-15
637,1,4,False,85.53459976816028,0.8645194131748006,54.27540932578718,100.0,54.27540932578718,0.8645194131748005,54.47279044215663,100.00000000000014,54.47279044215655,0.864519413174802,0.0,1.3322676295501878e-15
663,1,4,False,186.2714981421297,2.255747260192758,60.48264866952041,100.0,60.48264866952041,2.255747260192758,60.578257711428485,100.0000000000044,60.57825771142582,2.255747260192857,0.0,9.903189379656396e-14
681,1,4,False,368.31006257755234,4.359885679860228,59.12210474880936,100.0,59.12210474880936,4.359885679860228,59.12195508765309,100.00000000000033,59.121955087652914,4.359885679860241,0.0,1.3322676295501878e-14
710,1,4,True,23.61369087999998,0.1749333333333331,100.00000000000009,100.00000000000009,100.00000000000004,0.1749333333333332,100.00000000000036,100.00000000000036,100.0,0.1749333333333338,1.1102230246251563e-16,6.661338147750939e-16
874,1,4,False,392.96370585674833,8.385440011398343,99.99866750432706,100.0000000000008,99.99866750432624,8.38544001139841,100.07304522394668,99.99999999999972,100.07304522394696,8.385440011398318,6.750155989720953e-14,0.0062341717989444
875,1,4,False,442.9181946881589,9.393843619457147,99.9986657058414,99.99999999999994,99.99866570584145,9.393843619457142,100.01677199953932,100.00000000000011,100.01677199953922,9.393843619457158,0.0,0.0059399186650868
946,1,4,False,37.56973780000001,0.4447333333333336,59.1220607503978,100.0,59.122060750397786,0.4447333333333337,59.24997274113822,100.00000000000828,59.24997274113332,0.4447333333333705,5.551115123125783e-17,3.6859404417555203e-14
1065,1,4,False,436.0959399970028,9.232829269991589,99.9992038222566,99.99999999999996,99.99920382225662,9.232829269991583,99.98946229675576,100.00000000000068,99.9894622967551,9.232829269991653,0.0,0.0059877566984451
1141,2,3,False,562.4869362378955,6.828571679387126,65.29046178440703,100.0,65.29046178440701,6.828571679387127,65.29040533755077,99.99999999999936,65.29040533755118,6.828571679387084,5.3187678705768355e-08,5.191389718106621e-08
