k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
637,1,4,aggregate,93.74999711321846,74.9999884528738,100.0,3,4,54.27540932578718,0.8645194131748005,88.48465622729906
637,1,4,matrix,93.74987828931032,74.99951315724125,100.0,3,4,54.275406970581386,0.8645194131748006,88.48443857944406
1740,3,2,aggregate,41.838097356587575,0.20671155361230464,83.46948315956284,1,2,46.389917609195436,7.130699999999974,-65.08589684538099
1740,3,2,matrix,45.02194325567842,1.4490703043265291e-10,90.04388651121194,1,2,46.38991646103666,7.1307000000000045,24.430863339081675
2200,1,4,aggregate,80.97892842412915,70.94013348337018,84.32523297801123,0,4,88.09517166786976,2.075803129487709,80.52663399505325
2200,1,4,matrix,81.04390063743256,69.56274514538944,85.63178974123007,0,4,87.87812403451049,2.0758031294877086,80.76671904565514
2824,2,3,aggregate,54.17730863760545,54.17725364683894,54.17734878761223,0,3,99.99999956005297,2.0413258068045903,24.521845185255426
2824,2,3,matrix,54.17730863760705,54.09421156637136,54.291208847683656,0,3,100.00000308712103,2.0413258068045996,24.52227042417039
3371,1,4,aggregate,93.74999385593776,74.99997542375102,100.0,3,4,47.477996815485355,0.7972987649243812,86.83590330771287
3371,1,4,matrix,93.75002561810636,75.00010247242544,100.0,3,4,47.47806337230779,0.7972987649243811,86.83593861624988
4090,1,4,aggregate,93.75002923172595,75.00011692690379,100.0,3,4,52.65101662941265,2.0145666666666644,86.90398007020308
4090,1,4,matrix,93.74960816957214,74.99843267828858,100.0,3,4,52.650143265256936,2.0145666666666644,86.9034755343776
5434,1,4,aggregate,93.74999500647395,74.99998002589581,100.0,3,4,50.80706758440428,1.6832666666666691,87.69869432635774
5434,1,4,matrix,93.74986106031416,74.9994442412566,100.0,3,4,50.806891953109,1.6832666666666691,87.69851992967958
