k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
369,1,4,aggregate,93.75002600257112,75.00010401028445,100.0,3,4,66.94394758751994,3.0713154736727053,88.48496132791526
369,1,4,matrix,93.74951963824046,74.99807855296186,100.0,3,4,66.94310948640039,3.0713154736727013,88.48439764300176
1334,1,4,aggregate,92.89342758747263,71.5737103498905,100.0,3,4,65.48856006129861,8.778357604139341,85.11881892160706
1334,1,4,matrix,77.63457477887079,12.422259680941727,100.0,2,4,65.48845597801558,8.778357604139405,99.00044126559789
2099,4,1,aggregate,19.401711255550463,19.401711255550463,19.401711255550463,0,1,40.05735115022418,2.456466666666667,-101.20723520181758
2099,4,1,matrix,19.40169122270323,19.40169122270323,19.40169122270323,0,1,40.05735115013166,2.456466666666667,-101.20728521269653
2506,1,4,aggregate,80.64088498264748,80.1802140163016,80.79489536720149,0,4,99.99991365867591,7.6156562685793805,80.63953909353909
2506,1,4,matrix,75.00000000003544,1.417633883320241e-10,100.0,4,4,96.0137709000638,7.615656268579365,99.99999999996986
3179,1,4,aggregate,93.74999195970042,74.99996783880171,100.0,3,4,47.47783974207891,2.763678065585633,86.83597386808671
3179,1,4,matrix,93.74994333962772,74.99977335851085,100.0,3,4,47.47774547237661,2.7636780655856334,86.83591620783496
3829,1,4,aggregate,93.75000343618916,75.00001374475667,100.0,3,4,47.723187670692056,1.5074000000000005,86.90372423324118
3829,1,4,matrix,93.74993963457821,74.99975853831282,100.0,3,4,47.72308172718962,1.5074000000000005,86.90364109328574
4624,1,4,aggregate,93.75004654450085,75.00018617800343,100.0,3,4,53.67904428032171,0.27266666666666506,87.62545971496061
4624,1,4,matrix,93.7495566843847,74.99822673753881,100.0,3,4,53.6781598689626,0.27266666666666506,87.62490997500853
