k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
688,1,4,aggregate,74.83377204266341,70.89444746034816,76.14727461087749,0,4,94.82694310247066,1.3407373413733796,74.76217963587682
688,1,4,matrix,74.8302625501457,71.08393676353067,76.31212640384952,0,4,94.84424861321519,1.3407373413733796,74.75106457226417
1689,4,1,aggregate,20.463796602286706,20.463796602286706,20.463796602286706,0,1,99.99999999999997,0.746333333333334,20.463796602286706
1689,4,1,matrix,20.46381933309094,20.46381933309094,20.46381933309094,0,1,99.999999997397,0.746333333313907,20.463819333090942
2816,4,1,aggregate,21.912235411659427,21.912235411659427,21.912235411659427,0,1,61.85217034311874,0.9514600000000001,-26.249029185486155
2816,4,1,matrix,21.91206172585447,21.91206172585447,21.91206172585447,0,1,61.85217035654346,0.95146,-26.249309966023628
3496,3,2,aggregate,17.047294736660206,0.7593216162361346,33.335267857084276,1,2,99.9999992493695,5.138833333333301,8.190413807792401
3496,3,2,matrix,13.882447193332773,4.246517243914233e-08,27.764894344200375,1,2,100.00000040689353,5.138833333333304,21.43128117257924
4256,4,1,aggregate,2.88107787735901,2.88107787735901,2.88107787735901,0,1,82.84141608424127,0.4399666666666675,-17.234744060725713
4256,4,1,matrix,2.8863149190136625,2.8863149190136625,2.8863149190136625,0,1,82.84141608424086,0.4399666666666676,-17.22842229330343
4814,3,2,aggregate,44.417761763656685,44.0353001494144,44.800223377898966,0,2,69.80801769660677,0.24633793103447885,20.162909391919367
4814,3,2,matrix,45.49734236724407,27.20267048390702,63.79201425058112,0,2,69.80800671958157,0.2463379310344839,32.23421127297074
5556,4,1,aggregate,10.633705297821097,10.633705297821097,10.633705297821097,0,1,100.0,5.986533333333333,10.633705297821098
5556,4,1,matrix,10.633722940533245,10.633722940533245,10.633722940533245,0,1,100.00000000000001,5.986533333333334,10.633722940533245
