hora,vendedor,comprador,kWh,precio,prima_vendedor,ahorro_comprador,en_piso,en_techo
7,Udenar,Mariana,0.047998797797327526,568.6152400662621,13.853184549167658,16.207409787706016,False,False
7,Udenar,UCC,0.047981858337912554,587.9115969046068,14.774170623277275,15.275814901685951,False,False
7,Udenar,HUDN,0.04798980829097055,578.8417087847362,14.341356313925537,15.713608092277228,False,False
7,Udenar,Cesmag,0.04802343556878055,540.9148025829019,12.530025210781083,17.545999221990847,False,False
8,Udenar,Mariana,0.6892828481151694,280.0,0.0,431.6827302226448,True,False
8,Udenar,UCC,0.5039765273713848,906.2780677091747,315.62944573293083,0.0,False,True
8,Udenar,HUDN,0.5039723782101139,906.2780677091747,315.6268472042275,0.0,False,True
8,Udenar,Cesmag,0.6892601798977226,280.0,0.0,431.66853361522385,True,False
9,Udenar,Mariana,1.7978397519687204,906.2780677091744,1125.9476059137114,6.13172148394615e-13,False,True
9,Udenar,UCC,1.7978826091521245,906.2780677087469,1125.9744464269527,7.69140599259054e-10,False,True
9,Udenar,HUDN,2.4584586038900946,280.0,0.0,1539.6787039872838,True,False
9,Udenar,Cesmag,2.052241015747035,280.0,0.0,1285.2735378155671,True,False
10,Udenar,Mariana,2.885353619437364,906.2780677091747,1807.0336894389056,0.0,False,True
10,HUDN,Mariana,0.5000635101327078,906.2780677091747,313.17880885777953,0.0,False,True
10,Udenar,UCC,9.308951302244987,280.0,0.0,5829.992033968796,True,False
10,HUDN,UCC,1.6133436238059822,280.0,0.0,1010.4017272681282,True,False
10,Udenar,Cesmag,0.10415334304350653,906.2780677091747,65.22895442673808,0.0,False,True
10,HUDN,Cesmag,0.016036781875337712,906.2780677091747,10.043484765160017,0.0,False,True
11,Udenar,Mariana,2.034844607279339,280.0,0.0,1274.3785487353389,True,False
11,Udenar,UCC,2.0349432662345555,280.0,0.0,1274.440336675174,True,False
11,Udenar,HUDN,2.034727456134837,280.0,0.0,1274.3051795429303,True,False
11,Udenar,Cesmag,0.7960522554121909,906.2780677091747,498.55006831507734,0.0,False,True
12,Udenar,Mariana,1.8408655415558612,280.0,0.0,1152.8937142780082,True,False
12,Udenar,UCC,1.8409573913969925,280.0,0.0,1152.9512378190313,True,False
12,Udenar,HUDN,1.8409130971421395,280.0,0.0,1152.9234972986912,True,False
12,Udenar,Cesmag,1.48757703712137,906.2780677090759,931.6368723767638,1.469634804901114e-10,False,True
13,Udenar,Mariana,2.612429063939236,280.0,0.0,1636.1070261911527,True,False
13,Udenar,UCC,2.704232975428272,280.0,0.0,1693.6018024866503,True,False
13,Udenar,HUDN,2.0746520448182224,906.2780677086362,1299.3090737965272,1.1172718059587986e-09,False,True
13,Udenar,Cesmag,1.9967161338580353,906.2780677091747,1250.4995220763442,0.0,False,True
