k,J,I,forma,pos_media,pos_min,pos_max,pegados,n_precios,eficiencia,volumen,tajada_vendedor
493,1,4,aggregate,93.74993706519838,74.99974826079352,100.0,3,4,54.27540419222167,0.40960103148511845,88.48454838097416
493,1,4,matrix,93.74996592605844,74.99986370423376,100.0,3,4,54.27540235462359,0.40960103148511795,88.4846025542544
1549,1,4,aggregate,75.26623994149874,71.23952635138912,76.60849423429777,0,4,94.74262402062936,0.12855074746429085,75.1921648201152
1549,1,4,matrix,75.26637268287377,71.23248201081448,76.61139983016983,0,4,94.74092299009293,0.12855074746429107,75.19351782086785
2173,3,2,aggregate,40.71997649077954,13.45735540549138,67.98259757606769,0,2,74.51141603986134,8.236499999999998,-4.5955165175345245
2173,3,2,matrix,40.71997649526764,1.6837163434300283e-10,81.43995299036689,1,2,74.51141603988111,8.236499999999785,57.837752815221705
2698,1,4,aggregate,79.57006292329851,72.89210851544519,99.60324926684045,1,4,99.99998624677089,7.8283470691093155,73.701280629158
2698,1,4,matrix,74.8225495590671,1.382704663769469e-10,100.0,4,4,99.51813437265811,7.828347069109261,99.91453870067213
3229,2,3,aggregate,66.66666666477697,66.66644888482195,66.66686412942826,0,3,99.99999880669708,6.801699615975329,42.44009908824469
3229,2,3,matrix,66.66666666455136,66.66338629343936,66.67028452658305,0,3,99.99999927246888,6.801699615975345,42.4400996329624
3926,1,4,aggregate,93.75000928795227,75.00003715180905,100.0,3,4,47.722554985030655,1.1668999999999987,86.90403837701322
3926,1,4,matrix,93.7497375237727,74.99895009509078,100.0,3,4,47.72198969904858,1.1668999999999992,86.9037386751704
5027,1,4,aggregate,93.74995869245265,74.9998347698106,100.0,3,4,50.49302271860395,0.17236666666666522,87.62204252486906
5027,1,4,matrix,93.74999437159669,74.99997748638675,100.0,3,4,50.49301504824947,0.17236666666666522,87.62211705901785
