hora,vendedor,comprador,kWh,precio,prima_vendedor,ahorro_comprador,en_piso,en_techo
7,Udenar,Mariana,0.047998913230982584,506.87812235547926,19.31323259185403,19.170763321491215,False,False
7,Udenar,UCC,0.04797605391080919,541.4681571634824,20.963528104843064,17.502139935537613,False,False
7,Udenar,HUDN,0.0479867829353059,525.268630788416,20.190853083800235,18.283417145819573,False,False
7,Udenar,Cesmag,0.04803214991789405,456.6802916748833,16.91549624635647,21.59514778123084,False,False
8,Udenar,Mariana,0.7146384746981214,104.51,0.0,572.9743089693447,True,False
8,Udenar,UCC,0.4786214002976277,906.2780677091747,383.74335528088835,0.0,False,True
8,Udenar,HUDN,0.4786174760575689,906.2780677091747,383.7402089505192,0.0,False,True
8,Udenar,Cesmag,0.7146145825410479,104.51,0.0,572.9551530007345,True,False
9,Udenar,Mariana,1.733398075325056,906.2780677091743,1389.7832254241719,7.882581827857648e-13,False,True
9,Udenar,UCC,1.7334386337955656,906.2780677089954,1389.8157439103916,3.10778060053918e-10,False,True
9,Udenar,HUDN,2.5875251385753444,104.51,0.0,2074.5950305044685,True,False
9,Udenar,Cesmag,2.0520601330621835,104.51,0.0,1645.2762877082987,True,False
10,Udenar,Mariana,2.8796044972427004,906.2780677091747,2308.7749335209296,0.0,False,True
10,HUDN,Mariana,0.49742666708163336,906.2780677091747,398.82081769305614,0.0,False,True
10,Udenar,UCC,9.30348346637537,104.51,0.0,7459.2359618000355,True,False
10,HUDN,UCC,1.6070959667612097,104.51,0.0,1288.5182278933432,True,False
10,Udenar,Cesmag,0.11396505739846213,906.2780677091747,91.37354385673017,0.0,False,True
10,HUDN,Cesmag,0.026326525680233543,906.2780677091747,21.107767624136816,0.0,False,True
11,Udenar,Mariana,2.0389507394693838,104.51001291694374,2.6337011973049405e-05,1634.7655682015486,False,False
11,Udenar,UCC,2.0390496094111583,104.51001291888215,2.6342241599820573e-05,1634.8448389584903,False,False
11,Udenar,HUDN,2.038833311735146,104.5100129146415,2.633080127440734e-05,1634.6714184001842,False,False
11,Udenar,Cesmag,0.7837339244451851,906.2780560167545,628.372825036798,9.163746393313819e-06,False,False
12,Udenar,Mariana,1.8415003653351705,104.51,0.0,1476.4561896005189,True,False
12,Udenar,UCC,1.8415922476926136,104.51,0.0,1476.5298579407026,True,False
12,Udenar,HUDN,1.8415479379118582,104.51,0.0,1476.4943317734057,True,False
12,Udenar,Cesmag,1.4856725162766893,906.2780677091747,1191.1647826237886,0.0,False,True
13,Udenar,Mariana,2.6125441969886274,104.51,0.0,2094.654512624389,True,False
13,Udenar,UCC,2.704258171548188,104.51,0.0,2168.1878487889367,True,False
13,Udenar,HUDN,2.0758337818176402,906.2780677088012,1664.3372401325828,7.752435036844586e-10,False,True
13,Udenar,Cesmag,1.9953940676894282,906.2780677091747,1599.843245969703,0.0,False,True
31,Udenar,Mariana,0.22980728170296294,110.008932762626,0.40881170251142307,182.9884454060361,False,False
31,Udenar,UCC,0.15434214492156453,906.2780677091747,123.17245052074398,0.0,False,True
31,Udenar,HUDN,0.15434383974431015,906.2780677091747,123.17380307076124,0.0,False,True
31,Udenar,Cesmag,0.2298023994886298,110.21527688082217,0.4562213908622371,182.9371394759706,False,False
32,Udenar,Mariana,0.9101664608216495,906.2780677091747,726.3565853524157,0.0,False,True
32,Udenar,UCC,0.9101905151258322,906.2780677091747,726.3757818433887,0.0,False,True
32,Udenar,HUDN,1.3564775576102894,108.23,0.0,1082.5342937417522,True,False
32,Udenar,Cesmag,1.3563013493118923,108.23,0.0,1082.393671049702,True,False
33,Udenar,Mariana,3.839909364268701,108.23,0.0,3064.432248333002,True,False
33,Udenar,UCC,3.840027530282766,108.23,0.0,3064.526550492196,True,False
33,Udenar,HUDN,0.11950105976540905,906.2780677091747,95.36758983498329,0.0,False,True
33,Udenar,Cesmag,2.571074631309397,906.2780677087526,2051.8411414514576,1.085300039682328e-09,False,True
34,Udenar,Mariana,4.3389515351005095,108.23,0.0,3462.691888470719,True,False
34,Udenar,UCC,4.340005467385088,108.23,0.0,3463.532977093923,True,False
34,Udenar,HUDN,0.8097383055778475,906.2780677091747,646.2100901165024,0.0,False,True
34,Udenar,Cesmag,2.282591508079107,906.2780677091747,1821.6177423919023,0.0,False,True
35,Udenar,Mariana,1.6810689454219265,906.2780677091747,1339.6742156715418,0.0,False,True
35,Udenar,UCC,2.536983730331685,109.36,0.0,2021.7681721855404,True,False
35,Udenar,HUDN,1.952103566097382,906.2780677087769,1555.6666018617384,7.765277561901189e-10,False,True
35,Udenar,Cesmag,2.4088030948107972,109.36,0.0,1919.6187078085004,True,False
36,Udenar,Mariana,0.5229310003755195,906.2780677091747,416.7331623644847,0.0,False,True
36,Udenar,UCC,2.8067295182577805,109.36,0.0,2236.733464272293,True,False
36,Udenar,HUDN,2.806528855173007,109.36,0.0,2236.5735522345153,True,False
